text,genre
"Portrait d'Everhard Jabach Portræt af d'Everhard Jabach Portrait of d'Everhard Jabach Portrait d'Everhard Jabach Portræt af d'Everhard Jabach Portrait of d'Everhard Jabach Portrait d'Everhard Jabach Portræt af d'Everhard Jabach Portrait of d'Everhard Jabach schilderij van Hyacinthe Rigaud peinture d'Hyacinthe Rigaud painting by Hyacinthe Rigaud dipinto di Hyacinthe Rigaud pintura de Hyacinthe Rigaud quadre d'Hyacinthe Rigaud cuadro de Hyacinthe Rigaud pintura de Hyacinthe Rigaud pintura de Hyacinthe Rigaud Maleri af Hyacinthe Rigaud Gemälde von Hyacinthe Rigaud image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Hyacinthe Rigaud Hyacinthe Rigaud Hyacinthe Rigaud Hyacinthe Rigaud Hyacinthe Rigaud Hyacinthe Rigaud creator créateur Urheber creador maker skapare inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande man varón man Mann homme man dépeint depicts Motiv representa a beeldt af motiv Eberhard Jabach Everhard Jabach Eberhard Jabach Everhard Jabach Everhard Jabach Everhard Jabach Schloss Bussy-Rabutin château de Bussy-Rabutin Château de Bussy-Rabutin Kasteel van Bussy-Rabutin Château de Bussy-Rabutin collection Sammlung collection colección collectie samling Baroque painting barocke Malerei peinture baroque pintura del Barroco barokke schilderkunst mouvement movement Bewegung movimiento stroming rörelse lieu location locatie ubicación Ort placering oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd image with frame afbeelding met lijst Bild mit Rahmen bild med ram imagen con marca image avec cadre",portrait
"Retrato de Fray Hortensio Paravicino Портрет Паравісіно Portret ojca Hortensia Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fra Hortensio Félix Paravicino Portretul călugărului Hortensio Félix Paravacino Retrato de Fray Hortensio Paravicino Портрет Паравісіно Portret ojca Hortensia Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fra Hortensio Félix Paravicino Portretul călugărului Hortensio Félix Paravacino Retrato de Fray Hortensio Paravicino Портрет Паравісіно Portret ojca Hortensia Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fray Hortensio Félix Paravicino Fra Hortensio Félix Paravicino Portretul călugărului Hortensio Félix Paravacino painting by El Greco schilderij van El Greco peinture d'El Greco dipinto di El Greco pintura d'El Greco quadre d'El Greco cuadro de El Greco pintura de El Greco cuadru d'El Greco Gemälde von El Greco image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande El Greco El Greco El Greco El Greco El Greco El Greco creator créateur Urheber creador maker skapare catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie Hortensio Félix Paravicino Hortensio Félix Paravicino Hortensio Félix Paravicino Hortensio Félix Paravicino Hortensio Félix Paravicino dépeint depicts Motiv representa a beeldt af motiv sacerdote priester präst prêtre Priester priest man varón man Mann homme man chair chaise silla Stuhl stoel stol station assise sitting Sitzen zitten sittande sentado Bible Bible Biblia Bibel bijbel Bibeln oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Leinwand canvas lienzo toile canvas kanvas España Spanje Spanien Spain Espagne Spanien lieu de fabrication location of final assembly tillverkningsplats Herstellungsort locatie van fabricage lugar de fabricación numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer Museum of Fine Arts Museum of Fine Arts Museo de Bellas Artes musée des Beaux-Arts de Boston Museum of Fine Arts Museum of Fine Arts, Boston collection Sammlung collection colección collectie samling owned by Eigentümer propriétaire propietario ägare eigendom van Herzog von Arcos Ducado de Arcos Duke of Arcos Herzog von Arcos Duke of Arcos Javier de Muguiro Javier de Muguiro Erwerbung acquisition acquisition adquisición verwerving significant event événement clé Schlüsselereignis belangrijke gebeurtenis evento significativo betydande händelse exposition exhibition history Ausstellungen geëxposeerd op historial de exposiciones utställningshistoria lieu location locatie ubicación Ort placering Estados Unidos Verenigde Staten van Amerika Vereinigte Staaten United States of America États-Unis USA country pays Staat país land land Massachusetts Massachusetts Massachusetts Massachusetts Massachusetts Massachusetts localisation administrative located in the administrative territorial entity liegt in der Verwaltungseinheit situado en la entidad territorial administrativa gelegen in bestuurlijke eenheid inom administrativt område manierismo maniërisme Manierism maniérisme Manierismus mannerism mouvement movement Bewegung movimiento stroming rörelse inscription Inschrift inscriptie inscription inscripción inskription hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd Google Arts & Culture asset ID identifiant Google Arts & Culture d'un objet Google Arts & Culture-identificatiecode voor object Identifikator für Google Arts & Culture ID del objeto en Google Arts & Culture site officiel officiële website officiell webbplats offizielle Website página web oficial official website title titre Titel titel titel título dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status Encyclopædia Britannica Online-identificatiecode identifiant Encyclopædia Britannica Encyclopædia-Britannica-Online-Kennung Encyclopædia Britannica Online identificador Encyclopædia Britannica Online Encyclopædia Britannica Online ID Museum of Fine Arts, Boston object ID identifiant Musée des beaux-arts de Boston identificador Museo de Bellas Artes de Boston Museum of Fine Arts, Boston Objekt ID Museum of Fine Arts, Boston-identificatiecode voor object katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL",portrait
"Ritratto di Francesco Maria Della Rovere Retrato de Francesco Maria della Rovere Portrait of Francesco Maria della Rovere Portrait of Francesco Maria della Rovere Porträt des Francesco Maria I. della Rovere (1490-1538) Ritratto di Francesco Maria Della Rovere Retrato de Francesco Maria della Rovere Portrait of Francesco Maria della Rovere Portrait of Francesco Maria della Rovere Porträt des Francesco Maria I. della Rovere (1490-1538) Ritratto di Francesco Maria Della Rovere Retrato de Francesco Maria della Rovere Portrait of Francesco Maria della Rovere Portrait of Francesco Maria della Rovere Porträt des Francesco Maria I. della Rovere (1490-1538) dipinto a olio su tela  di Tiziano schilderij van Titiaan peinture de Titien painting by Titian pintura de Tician quadre de Ticià cuadro de Tiziano pintura de Ticianu pintura de Tiziano Տիցիանի նկար image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Tiziano Tizian Titiaan Titien Tizian Titian creator créateur Urheber creador maker skapare musée des Offices Uffizi Gallery Uffizien Uffizi Galería Uffizi collection Sammlung collection colección collectie samling inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande Venetian school Escuela veneciana École vénitienne Venetiaanse School Venetianskt måleri Venezianische Malerei mouvement movement Bewegung movimiento stroming rörelse lieu location locatie ubicación Ort placering hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Leinwand canvas lienzo toile canvas kanvas François Marie Ier della Rovere Francesco Maria della Rovere Francesco Maria I della Rovere, Duke of Urbino Francesco Maria I. della Rovere Francesco Maria della Rovere Francesco Maria I Della Rovere dépeint depicts Motiv representa a beeldt af motiv armure armadura Rüstung body armor harnas dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status Florentine musea catalogue ID Florentiner Museen Katalog ID identifiant Catalogues des Musées de Florence Floritijnse Musea Catalogus-identificatiecode identificador de catálogo de museos florentinos catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL Encyclopædia Britannica Online-identificatiecode identifiant Encyclopædia Britannica Encyclopædia-Britannica-Online-Kennung Encyclopædia Britannica Online identificador Encyclopædia Britannica Online Encyclopædia Britannica Online ID",portrait
"Retrat d'un home sense barba Bildnis eines bartlosen Mannes Portrait of a beardless man Retrat d'un home sense barba Bildnis eines bartlosen Mannes Portrait of a beardless man Retrat d'un home sense barba Bildnis eines bartlosen Mannes Portrait of a beardless man peinture d'Hans Maler painting by Hans Maler zu Schwaz dipinto di Hans Maler zu Schwaz quadre d'Hans Maler cuadro de Hans Maler schilderij van Hans Maler zu Schwaz Gemälde von Hans Maler peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av image image imagen bild afbeelding Bild Hans Maler zu Schwaz Hans Maler Hans Maler zu Schwaz Hans Maler zu Schwaz Hans Maler Hans Maler creator créateur Urheber creador maker skapare Kunsthistorisches Museum Kunsthistorisches Museum musée d'Histoire de l'art de Vienne Museo de Historia del Arte de Viena Kunsthistorisches Museum Kunsthistorisches Museum collection Sammlung collection colección collectie samling numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer lieu location locatie ubicación Ort placering hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL identifiant RKDimages RKDimages ID RKDimages-identificatiecode RKD-Werkkennung identificador RKDimages inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material man varón man Mann homme man dépeint depicts Motiv representa a beeldt af motiv Austria Oostenrijk Österreich Austria Autriche Österrike pays d’origine country of origin país de origen ursprungsland land van oorsprong Ursprungsland renaissance renässansen Renaissance Renaissance Renacimiento Renaissance mouvement movement Bewegung movimiento stroming rörelse dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status title titre Titel titel titel título",portrait
"Ritratto di musico Ritratto di musico Portrait de musicien Ritratto di musico Ritratto di musico Portrait de musicien Ritratto di musico Ritratto di musico Portrait de musicien schilderij van Titiaan peinture de Titien painting by Titian dipinto di Tiziano pintura de Tician quadre de Ticià cuadro de Tiziano pintura de Ticianu pintura de Tiziano Տիցիանի նկար Gemälde von Tizian image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Galería Spada Galleria Spada Galleria Spada Galleria Spada Galleria Spada collection Sammlung collection colección collectie samling Tiziano Tizian Titiaan Titien Tizian Titian creator créateur Urheber creador maker skapare inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande Venetian school Escuela veneciana École vénitienne Venetiaanse School Venetianskt måleri Venezianische Malerei mouvement movement Bewegung movimiento stroming rörelse Haute Renaissance Alto Renacimiento High Renaissance Hochrenaissance hoogrenaissance Högrenässans lieu location locatie ubicación Ort placering hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Leinwand canvas lienzo toile canvas kanvas dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL",portrait
"Ritratto di Cornelis Claeszoon Anslo e di sua moglie Aaltje Schouten Portrait de Cornelis Claeszoon Anslo et sa femme Aaltje Schouten Portrait of Cornelis Claeszoon Anslo and his wife Aaltje Schouten Portret van Cornelis Claesz. Anslo en zijn vrouw Aaltje Schouten Ritratto di Cornelis Claeszoon Anslo e di sua moglie Aaltje Schouten Portrait de Cornelis Claeszoon Anslo et sa femme Aaltje Schouten Portrait of Cornelis Claeszoon Anslo and his wife Aaltje Schouten Portret van Cornelis Claesz. Anslo en zijn vrouw Aaltje Schouten Ritratto di Cornelis Claeszoon Anslo e di sua moglie Aaltje Schouten Portrait de Cornelis Claeszoon Anslo et sa femme Aaltje Schouten Portrait of Cornelis Claeszoon Anslo and his wife Aaltje Schouten Portret van Cornelis Claesz. Anslo en zijn vrouw Aaltje Schouten tableau de Rembrandt schilderij van Rembrandt van Rijn painting by Rembrandt dipinto di Rembrandt pintura de Rembrandt quadre de Rembrandt van Rijn cuadro de Rembrandt cuadru de Rembrandt pintura de Rembrandt Gemälde von Rembrandt image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande Rembrandt Rembrandt Rembrandt Rembrandt Rembrandt Rembrandt creator créateur Urheber creador maker skapare oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Leinwand canvas lienzo toile canvas kanvas âge d'or de la peinture néerlandaise pintura del Siglo de oro neerlandés Dutch Golden Age painting Nederlandse schilderkunst in de Gouden Eeuw Niederländisches Goldenes Zeitalter der Malerei mouvement movement Bewegung movimiento stroming rörelse Musées d'État de Berlin Berlin State Museums Staatliche Museen zu Berlin Staatliche Museen zu Berlin Museos Estatales de Berlín collection Sammlung collection colección collectie samling Gemäldegalerie Gemäldegalerie de Berlín Gemäldegalerie Gemäldegalerie Berlin Gemäldegalerie Gemäldegalerie lieu location locatie ubicación Ort placering katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code identifiant RKDimages RKDimages ID RKDimages-identificatiecode RKD-Werkkennung identificador RKDimages Cornelis Claesz Anslo Cornelis Claesz Anslo Cornelis Claesz Anslo Cornelis Claesz Anslo dépeint depicts Motiv representa a beeldt af motiv man varón man Mann homme man femme woman mujer vrouw Frau kvinna numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer Bildindex der Kunst und Architektur ID Bildindex ID identifiant Bildindex Bildindex-identificatiecode identificador Bildindex Bildindex ID hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL title titre Titel titel titel título echtpaar Ehepaar married couple pareja de esposos gift par couple marié zentrales Thema hoofdonderwerp sujet ou thème principal huvudtema main subject tema principal de la obra",portrait
"Portret van Jan II de Goede Jean II le Bon, roi de France King John II of France in profile Porträt des französischen Königs Jean le Bon (Johann II., der Gute) Portret van Jan II de Goede Jean II le Bon, roi de France King John II of France in profile Porträt des französischen Königs Jean le Bon (Johann II., der Gute) Portret van Jan II de Goede Jean II le Bon, roi de France King John II of France in profile Porträt des französischen Königs Jean le Bon (Johann II., der Gute) painting by an unknown artist peinture anonyme schilderij van anonymus dipinto di autore ignoto quadre d'anònim cuadro de anónimo taolenn dizanv Gemälde von Anonymus Bibliothèque national de France, Cabinet des estampes Département des Estampes et de la Photographie de la Bibliothèque nationale de France Prints and Photographs Department of the Bibliothèque nationale de France collection Sammlung collection colección collectie samling département des peintures du musée du Louvre Department of Paintings of the Louvre Gemäldeabteilung des Louvre departamento de pintura del Louvre schilderijcollectie Louvre Département des peintures du Louvre image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av identifiant Atlas Atlas ID identificador Atlas Atlas-identificatiecode Atlas-ID Leimfarbe distemper Limfärger détrempe Lijmverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material gold or Gold oro goud guld yeso Putz pleister Puts plaster plâtre eiken oak bois de chêne Eichenholz madera de roble ekträ Leinwand canvas lienzo toile canvas kanvas bois wood Holz madera hout trä inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande Juan II de Francia Johan II av Frankrike Jan II van Frankrijk Jean II de France Johann II. John II of France dépeint depicts Motiv representa a beeldt af motiv man varón man Mann homme man long hair cheveux longs Langes Haar melena lang haar cheveux roux red hair pelirrojo rothaarig rood haar Rött hår barba baard skägg barbe Barthaar beard moustache moustache Schnurrbart bigote snor mustasch numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer identifiant Joconde Joconde ID Joconde-identificatiecode Joconde Joconde catégorie Commons Commons category categoría en Commons Commons-kategori Commonscategorie Commons-Kategorie salle 835 Room 835 Louvre, expositieruimte 1 lieu location locatie ubicación Ort placering anonymous anónimo anonyme Anonymus anoniem anonym creator créateur Urheber creador maker skapare inscription Inschrift inscriptie inscription inscripción inskription décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL Exposition des primitifs français Exposition des primitifs français exposition exhibition history Ausstellungen geëxposeerd op historial de exposiciones utställningshistoria katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd Francia Frankrijk Frankreich France France Frankrike country pays Staat país land land Palissy ID identificador Palissy identifiant Palissy Palissy-ID Palissy-identificatiecode Palissy ID objet classé monument historique Classified object  as historical monument heritage designation statut patrimonial monumentstatus Schutzkategorie estatus patrimonial kulturskyddsstatus Bussy-le-Grand Bussy-le-Grand Bussy-le-Grand Bussy-le-Grand Bussy-le-Grand Bussy-le-Grand localisation administrative located in the administrative territorial entity liegt in der Verwaltungseinheit situado en la entidad territorial administrativa gelegen in bestuurlijke eenheid inom administrativt område dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status",portrait
"Portrait of een vrouw met grote gesteven kraag (vormalige naam: 'Adriaantje Hollaer') Adriaantje Hollaer Portrait of a woman formerly called Adriaantje Hollaer Portrait of een vrouw met grote gesteven kraag (vormalige naam: 'Adriaantje Hollaer') Adriaantje Hollaer Portrait of a woman formerly called Adriaantje Hollaer Portrait of een vrouw met grote gesteven kraag (vormalige naam: 'Adriaantje Hollaer') Adriaantje Hollaer Portrait of a woman formerly called Adriaantje Hollaer werk van Rembrandt tableau de Rembrandt painting by Rembrandt skildery deur Rembrandt dipinto di autore ignoto pintura de Rembrandt quadre de Rembrandt van Rijn cuadro de Rembrandt pintura de Rembrandt cuadru de Rembrandt taolenn dizanv Gemälde von Anonymus Privatsammlung colección privada private collection particuliere kunstverzameling collection privée privat ägo collection Sammlung collection colección collectie samling peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av anonymous anónimo anonyme Anonymus anoniem anonym creator créateur Urheber creador maker skapare âge d'or de la peinture néerlandaise pintura del Siglo de oro neerlandés Dutch Golden Age painting Nederlandse schilderkunst in de Gouden Eeuw Niederländisches Goldenes Zeitalter der Malerei mouvement movement Bewegung movimiento stroming rörelse image image imagen bild afbeelding Bild Adriaantje Hollaer Adriaantje Hollaer Adriaantje Hollaer Adriaantje Hollaer Adriaantje Hollaer Adriaantje Hollaer dépeint depicts Motiv representa a beeldt af motiv femme woman mujer vrouw Frau kvinna oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material bois wood Holz madera hout trä inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande Portrait of a man (pendant of 'Adriaentje Hollaer') Portret van een man met grote zwarte hoed (pendant van 'Adriaentje Hollaer') pendant of pendant de Pendant pendant van pendant de pendang till katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code identifiant RKDimages RKDimages ID RKDimages-identificatiecode RKD-Werkkennung identificador RKDimages hauteur height Höhe hoogte altura höjd largeur width Breite breedte ancho bredd dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status",portrait
"Portrait d'Anne-Jules de Noailles Πορτραίτο του Αν-Ζυλ ντε Νοάιγ Portræt af d'Anne-Jules de Noailles Portrait of d'Anne-Jules de Noailles Portrait d'Anne-Jules de Noailles Πορτραίτο του Αν-Ζυλ ντε Νοάιγ Portræt af d'Anne-Jules de Noailles Portrait of d'Anne-Jules de Noailles Portrait d'Anne-Jules de Noailles Πορτραίτο του Αν-Ζυλ ντε Νοάιγ Portræt af d'Anne-Jules de Noailles Portrait of d'Anne-Jules de Noailles schilderij van Hyacinthe Rigaud peinture d'Hyacinthe Rigaud painting by Hyacinthe Rigaud πίνακας του Ιασάντ Ριγκώ dipinto di Hyacinthe Rigaud pintura de Hyacinthe Rigaud quadre d'Hyacinthe Rigaud cuadro de Hyacinthe Rigaud pintura de Hyacinthe Rigaud pintura de Hyacinthe Rigaud Maleri af Hyacinthe Rigaud image image imagen bild afbeelding Bild peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Hyacinthe Rigaud Hyacinthe Rigaud Hyacinthe Rigaud Hyacinthe Rigaud Hyacinthe Rigaud Hyacinthe Rigaud creator créateur Urheber creador maker skapare Musée de Grenoble Musée de Grenoble Museum of Grenoble Museo de Grenoble musée de Grenoble collection Sammlung collection colección collectie samling inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande man varón man Mann homme man dépeint depicts Motiv representa a beeldt af motiv Kravatt cravat cravat Cravate kravat cravatte armure armadura Rüstung body armor harnas Baroque painting barocke Malerei peinture baroque pintura del Barroco barokke schilderkunst mouvement movement Bewegung movimiento stroming rörelse lieu location locatie ubicación Ort placering dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status",portrait
"Portrait du marquis Sommi Retrato del marqués Sommi Portrait du marquis Sommi Retrato del marqués Sommi Portrait du marquis Sommi Retrato del marqués Sommi schilderij van Tamara de Lempicka painting by Tamara de Lempicka pintura de Tamara de Lempicka quadre de Tamara de Lempicka pentraĵo de Tamara de Lempicka cuadro de Tamara de Lempicka pintura de Tamara de Lempicka ציור מאת תמרה דה למפיקה man varón man Mann homme man dépeint depicts Motiv representa a beeldt af motiv peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande Tamara de Lempicka Tamara de Lempicka Tamara de Lempicka Tamara de Lempicka Tamara de Lempicka Tamara de Lempicka creator créateur Urheber creador maker skapare Privatsammlung colección privada private collection particuliere kunstverzameling collection privée privat ägo collection Sammlung collection colección collectie samling",portrait
"Donna seduta Donna seduta Femme assise Donna seduta Donna seduta Femme assise Donna seduta Donna seduta Femme assise schilderij van Pablo Picasso peinture de Pablo Picasso painting by Pablo Picasso pintura de Pablo Picasso quadre de Pablo Picasso cuadro de Pablo Picasso pintura de Pablo Picasso pintura de Pablo Picasso dipinto di Pablo Picasso Պաբլո Պիկասոյի նկար peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av Pablo Picasso Pablo Picasso Pablo Picasso Pablo Picasso Pablo Picasso Pablo Picasso creator créateur Urheber creador maker skapare inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande musée Picasso Museo Picasso de París musée Picasso Musée Picasso Musée Picasso Musée Picasso collection Sammlung collection colección collectie samling lieu location locatie ubicación Ort placering largeur width Breite breedte ancho bredd hauteur height Höhe hoogte altura höjd identifiant Musée Picasso Musée Picasso artwork ID Musée Picasso-identificatiecode voor kunstwerk numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer",portrait
"Egy keleti nemes portréja (festmény) Nobile orientale Mężczyzna w stroju orientalnym Man in Oriental Costume Man in Oriental Costume Egy keleti nemes portréja (festmény) Nobile orientale Mężczyzna w stroju orientalnym Man in Oriental Costume Man in Oriental Costume Egy keleti nemes portréja (festmény) Nobile orientale Mężczyzna w stroju orientalnym Man in Oriental Costume Man in Oriental Costume schilderij van Rembrandt van Rijn peinture de Rembrandt dipinto di Rembrandt painting by Rembrandt (Rembrandt van Rijn) cuadro de Rembrandt (Rembrandt van Rijn) Gemälde von Rembrandt (Rembrandt van Rijn) peinture painting pintura Gemälde schilderij målning instance of nature de l'élément ist ein(e) instancia de is een instans av image image imagen bild afbeelding Bild Rembrandt Rembrandt Rembrandt Rembrandt Rembrandt Rembrandt creator créateur Urheber creador maker skapare Museo Metropolitano de Arte Metropolitan Museum of Art Metropolitan Museum of Art Metropolitan Museum of Art Metropolitan Museum of Art Metropolitan Museum of Art collection Sammlung collection colección collectie samling inception date de fondation ou de création datum van oprichting of creatie Gründung, Erstellung bzw. Entstehung fecha de fundación o creación datum för grundande eller skapande âge d'or de la peinture néerlandaise pintura del Siglo de oro neerlandés Dutch Golden Age painting Nederlandse schilderkunst in de Gouden Eeuw Niederländisches Goldenes Zeitalter der Malerei mouvement movement Bewegung movimiento stroming rörelse oil paint Ölfarbe pintura al óleo oljefärg peinture à l'huile olieverf matériau material used Material material empleado gebruikt materiaal huvudsakligt material Leinwand canvas lienzo toile canvas kanvas numéro d'inventaire inventory number Inventarnummer inventarisnummer número de inventario inventarienummer lieu location locatie ubicación Ort placering décrit à l'URL beskriven på URL beschreven op URL described at URL wird beschrieben in URL descrito en la URL katalogbeteckning código del catálogo Katalognummer catalogusnummer numéro de catalogue catalog code identifiant RKDimages RKDimages ID RKDimages-identificatiecode RKD-Werkkennung identificador RKDimages The Met object ID identifiant Metropolitan Museum of Art The Met-identificatiecode voor object Met Objekt ID identificador Metropolitan Museum of Art largeur width Breite breedte ancho bredd hauteur height Höhe hoogte altura höjd title titre Titel titel titel título dominio público Public domain publiek domein domaine public Gemeinfreiheit public domain copyright status statut des droits d'auteur auteursrechtenstatus Urheberrechtsstatus estatus de los derechos de autor upphovsrättslig status described by source beschreven door bron beschrieben in décrit par descrito en beskriven av källa orientalisme orientalismo Orientalismus oriëntalisme Orientalism orientalism dépeint depicts Motiv representa a beeldt af motiv man varón man Mann homme man",portrait
